id,id_num,id_hex,name,title,url,primer,type,primary,secondary/0,equipment/0,equipment/1,images/0,images/1,img/0,img/1,steps/0,steps/1,steps/2,steps/3,steps/4,steps/5,tips/0,tips/1,secondary/1,tips/2,secondary/2,steps/6,steps/7,images/2,img/2,secondary/3,images/3,img/3,secondary/4,steps/8,secondary/5
902,0152,f153,pile-squat-with-dumbbell,Pile Squat with Dumbbell,http://db.everkinetic.com/exercise/pile-squat-with-dumbbell,This version of the squat is done with a dumbbell and mimics the action of a pile driver.,compound,quadriceps,hamstrings,dumbbell,,"http://img.everkinetic.com/?action=image&id=902&number=0&key=69cadbdd2&version=f28c1e5a&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=902&number=1&key=69cadbdd2&version=8ae3305d&size=960,960&download=large",_images/web/pile-squat-with-dumbbell-1.png,_images/web/pile-squat-with-dumbbell-2.png,"Stand with your feet 2-4 inches wider than your shoulders, with your toes pointed out at a 45 degree angle.",Grasp a dumbbell with both hands in the center of your body.,Keep your knees slightly bent and your back straight.,"Squat down as if you were going to sit in a chair, bringing your thighs parallel to the floor.",With a controlled motion return to starting position.,Notes: Keep your feet planted firmly on the floor throughout this exercise.,,,calves,,,,,,,,,,,,
903,0154,f155,speed-squats-with-barbell,Speed Squats with Barbell,http://db.everkinetic.com/exercise/speed-squats-with-barbell,This version of the squat uses an empty barbell and moves at a faster pace than the standard squat.,compound,quadriceps,calves,barbell,,"http://img.everkinetic.com/?action=image&id=903&number=0&key=69cadbdd2&version=a6c1f43c&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=903&number=1&key=69cadbdd2&version=47317ec7&size=960,960&download=large",_images/web/speed-squats-with-barbell-1.png,_images/web/speed-squats-with-barbell-2.png,This version of the squat uses an empty barbell and moves at a faster pace than the standard squat. This is a good exercise for building speed and conditioning used in running and jumping sports.,Place your feet slightly wider than shoulder width apart with your knees and toes pointed slightly outward.,"Drawing your abs in, descend slowly by bending at the knees and hips as if you are sitting down (squatting).",Lower yourself as far as you can control without letting your body shift towards your toes (this will cause you to loose balance).,Pause in the downward position and slowly return upright to the starting position.,Note: Keep your feet firmly planted on the floor throughout this exercise.,,,glutes,,hamstrings,,,,,,,,,,
904,0155,f156,squats-with-exercise-bands,Squats with Exercise Bands,http://db.everkinetic.com/exercise/squats-with-exercise-bands,This version of the Squat uses flexible exercise bands for resistance instead of weights.,compound,quadriceps,calves,exercise band,,"http://img.everkinetic.com/?action=image&id=904&number=0&key=69cadbdd2&version=d2f19762&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=904&number=1&key=69cadbdd2&version=23854c77&size=480,480&download=medium",_images/web/squats-with-exercise-bands-1.png,_images/web/squats-with-exercise-bands-2.png,Stand with your feet on the exercise bands with your feet shoulder width apart.,Grasp the handles of the bands and pull them up to your shoulders.,"With your abs drawn in, squat down until your thighs are parallel with the floor.",Slowly return to the starting position.,Note: Keep your feet firmly planted on the floor throughout this exercise.,,,,glutes,,hamstrings,,,,,,,,,,
905,0156,f157,thigh-abductor,Thigh Abductor,http://db.everkinetic.com/exercise/thigh-abductor,This exercise targets and works the muscles of the outer thigh.,isolation,quadriceps,hamstrings,machine,,"http://img.everkinetic.com/?action=image&id=905&number=0&key=69cadbdd2&version=df79da1e&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=905&number=1&key=69cadbdd2&version=98910ef2&size=960,960&download=large",_images/web/thigh-abductor-1.png,_images/web/thigh-abductor-2.png,Sit on the machine and place your knees against the pads.,Draw your abs in and “abduct” or move your thighs apart against the pads.,Slowly return to the starting position and repeat.,Note: Maintain the same level of resistance throughout this exercise for best results.,,,,,,,,,,,,,,,,,
906,0157,f158,thigh-adductor,Thigh Adductor,http://db.everkinetic.com/exercise/thigh-adductor,This exercise targets and works the muscles of the inner thigh.,isolation,quadriceps,hamstrings,machine,,"http://img.everkinetic.com/?action=image&id=906&number=0&key=69cadbdd2&version=0234df6c&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=906&number=1&key=69cadbdd2&version=000e8675&size=960,960&download=large",_images/web/thigh-adductor-1.png,_images/web/thigh-adductor-2.png,Sit on the machine and place your knees against the pads.,Draw your abs in and “adduct” or move your thighs together.,Slowly return to the starting position and repeat.,Note: Maintain the same level of resistance throughout this exercise for best results.,,,,,,,,,,,,,,,,,
907,0158,f159,weighted-sissy-squat-with-weight-plate,Weighted Sissy Squat with Weight Plate,http://db.everkinetic.com/exercise/weighted-sissy-squat-with-weight-plate,"Don't let the name of this exercise fool you, it is a an assisted squat which effectively works the quadriceps.",isolation,quadriceps,,weight plate,,"http://img.everkinetic.com/?action=image&id=907&number=0&key=69cadbdd2&version=7d0971f1&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=907&number=1&key=69cadbdd2&version=48a81f05&size=960,960&download=large",_images/web/weighted-sissy-squat-with-weight-plate-1.png,_images/web/weighted-sissy-squat-with-weight-plate-2.png,"Don't let the name of this exercise fool you, it is a an assisted squat which effectively works the quadriceps (leg muscles).",Grasp a weight rack or bar for support with one arm and hold a free weight plate across your chest with your other hand.,"With your abs drawn in, squat down lowering your body to the floor until your knees are almost fully flexed.",Return to the starting position.,Note: Keep your feet placed firmly on the floor throughout this exercise.,,,,,,,,,,,,,,,,
908,0160,f161,wide-stance-squat-with-barbell,Wide Stance Squat with Barbell,http://db.everkinetic.com/exercise/wide-stance-squat-with-barbell,This version of the squat uses a wider stance to isolate the inner thigh.,compound,quadriceps,calves,barbell,,"http://img.everkinetic.com/?action=image&id=908&number=0&key=69cadbdd2&version=c0664cdf&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=908&number=1&key=69cadbdd2&version=0c145b7d&size=960,960&download=large",_images/web/wide-stance-squat-with-barbell-1.png,_images/web/wide-stance-squat-with-barbell-2.png,"Lifting a barbell off of a weight rack, position it on your shoulders.",Stand with your feet wider than shoulder width apart (about 30 inches apart) with your toes pointing out.,Drawing your abs in descend slowly by bending at the knees and hips as if you are sitting down (squatting).,Lower yourself as far as you can control without letting your body shift towards your toes (this will cause you to loose balance).,Pause in the downward position and slowly return upright to the starting position.,Note: A pad on the bar or towel on your shoulders can help improve your grip and reduce the discomfort of the bar against your back. Practice the squat without any weight to allow yourself to become comfortable with the movements.,,,hamstrings,,,,,,,,,,,,
909,0161,f162,zecher-squats,Zecher Squats,http://db.everkinetic.com/exercise/zecher-squats,"This variation of squat is similar to a Front Squat, it works to build the Upper muscles of the quadriceps (thighs).",compound,quadriceps,glutes,barbell,,"http://img.everkinetic.com/?action=image&id=909&number=0&key=69cadbdd2&version=75f503fa&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=909&number=1&key=69cadbdd2&version=fd830378&size=960,960&download=large",_images/web/zecher-squats-1.png,_images/web/zecher-squats-2.png,"This variation of squat is similar to a Front Squat, it works to build the upper muscles of the quadriceps (thighs).",Lift a barbell off of a weight rack and place across your chest. Hold the barbell with your arms crossed.,Place your feet slightly wider than shoulder width apart with your knees and toes pointed slightly outward.,"Drawing your abs in, descend slowly by bending at the knees and hips as if you are sitting down (squatting).",Lower yourself as far as you can control without letting your body shift towards your toes (this will cause you to loose balance).,Pause in the downward position and slowly return upright to the starting position.,,,hamstrings,,calves,Note: Practice the squat without any weight to allow yourself to become comfortable with the movements.,,,,,,,,,
910,0162,f163,bench-dips,Bench Dips,http://db.everkinetic.com/exercise/bench-dips,This exercise is one of the most basic and still one of the best for building the triceps.,compound,triceps,chest,body,,"http://img.everkinetic.com/?action=image&id=910&number=0&key=69cadbdd2&version=dcbd2835&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=910&number=1&key=69cadbdd2&version=59bd585c&size=480,480&download=medium",_images/web/bench-dips-1.png,_images/web/bench-dips-2.png,This exercise is one of the most basic and still one of the best for building the triceps (muscles on the back of the arm).,Place two benches parallel to each other 3-4 feet apart.,Sit on one bench and place your feet on the edge of the other bench so that your legs are suspended between the 2 benches.,Cross your feet for support.,Hold onto the bench with your hands for support and slowly lower body towards the floor by bending your elbows.,Pause and then return to starting position.,,,,,,Note: Do not go below a 90 degree angle as this can cause on your shoulders.,,,,,,,,,
911,0163,f164,incline-pushdown-with-cable,Incline Pushdown with Cable,http://db.everkinetic.com/exercise/incline-pushdown-with-cable,This exercise uses cables to isolate and work the triceps.,isolation,triceps,,cable,,"http://img.everkinetic.com/?action=image&id=911&number=0&key=69cadbdd2&version=59d63a77&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=911&number=1&key=69cadbdd2&version=c9931814&size=960,960&download=large",_images/web/incline-pushdown-with-cable-1.png,_images/web/incline-pushdown-with-cable-2.png,This exercise uses cables to isolate and work the triceps (muscles on the back of the arms).,Place an incline bench facing away from a cable pulley.,Attach a short straight bar to the pulley and adjust the height so that your arms can extend fully.,Lie face up on the bench and grasp the bar with a narrow overhand grip.,"Keeping your arms straight, slowly push the bar down towards your feet.",Pause at the bottom and then return to starting position.,,,,,,Note: Keep your elbows steady throughout this exercise.,,,,,,,,,
912,0164,f165,incline-triceps-extension-with-cable,Incline Triceps Extension with Cable,http://db.everkinetic.com/exercise/incline-triceps-extension-with-cable,This exercise uses cables to isolate and work the triceps.,isolation,triceps,,cable,,"http://img.everkinetic.com/?action=image&id=912&number=0&key=69cadbdd2&version=f1767af8&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=912&number=1&key=69cadbdd2&version=c2c9fc95&size=960,960&download=large",_images/web/incline-triceps-extension-with-cable-1.png,_images/web/incline-triceps-extension-with-cable-2.png,This exercise uses cables to isolate and work the triceps (muscles on the back of the arms).,Place an incline bench facing away from a cable pulley.,Attach a short straight bar to the pulley and adjust the height so that your arms can extend fully.,Lie face up on the bench and grasp the bar with a narrow overhand grip.,"Starting with your elbows bent overhead, slowly lower the bar towards your feet.",Pause at the bottom and then return to starting position.,,,,,,,,,,,,,,,
913,0165,f166,lying-triceps-extension-with-cable,Lying Tricep Extension with Cable,http://db.everkinetic.com/exercise/lying-triceps-extension-with-cable,This exercise uses cables to isolate and work the triceps.,isolation,triceps,,cable,,"http://img.everkinetic.com/?action=image&id=913&number=0&key=69cadbdd2&version=0e8708e2&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=913&number=1&key=69cadbdd2&version=d5c2b706&size=480,480&download=medium",_images/web/lying-triceps-extension-with-cable-1.png,_images/web/lying-triceps-extension-with-cable-2.png,This exercise uses cables to isolate and work the triceps (muscles on the back of the arms).,Place a flat bench with the end towards a weight stack.,Attach a short straight bar to the pulley and lower the pulley to the bottom of the stack.,Lie face up on the bench and grasp the bar with a narrow overhand grip.,Starting with your arms extended lower the bar towards the bar towards the stack by bending your elbows.,Slowly extend your arms upright and return to the starting position.,,,,,,Note: Keep your elbows level throughout the exercises.,,,,,,,,,
914,0166,f167,one-arm-tricep-extension-with-cable,One Arm Tricep Extension with Cable,http://db.everkinetic.com/exercise/one-arm-tricep-extension-with-cable,This exercise isolates the triceps muscles individually.,isolation,triceps,,cable,,"http://img.everkinetic.com/?action=image&id=914&number=0&key=69cadbdd2&version=146b08aa&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=914&number=1&key=69cadbdd2&version=83ec87bd&size=960,960&download=large",_images/web/one-arm-tricep-extension-with-cable-1.png,_images/web/one-arm-tricep-extension-with-cable-2.png,Place a cable pulley on the highest setting and adjust a stirrup handle to the pulley.,Stand facing the weight stack and grasp the handle with and underhand grip.,"Keep your back straight, your abs drawn in and your knees slightly bent.","Starting at the top, push your arm down until it is straight, feeling the concentration in your tricep.",Slowly return to starting position.,Tips: Keep your elbow close to your side while performing this exercise.,,,,,,,,,,,,,,,
915,0167,f168,standing-triceps-extension,Standing Triceps Extension,http://db.everkinetic.com/exercise/standing-triceps-extension,This exercise works the triceps by reaching behind your neck.,isolation,triceps,,dumbbell,,"http://img.everkinetic.com/?action=image&id=915&number=0&key=69cadbdd2&version=3f667c17&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=915&number=1&key=69cadbdd2&version=e3fe9922&size=960,960&download=large",_images/web/standing-triceps-extension-1.png,_images/web/standing-triceps-extension-2.png,"Stand with your feet shoulder width apart, your back straight and your abs drawn in.","Hold a dumbbell in both hands, with your palms facing up.",Raise the dumbbell over your head and slowly lower the dumbbell in an arc behind your head.,Slowly raise the dumbbell back up to the starting position.,Note:Keep your elbows close to your head during the exercise.,,,,,,,,,,,,,,,,
916,0168,f169,decline-close-grip-bench-to-skull-crusher,Decline Close Grip Bench to Skull Crusher,http://db.everkinetic.com/exercise/decline-close-grip-bench-to-skull-crusher,This exercise combines a close grip bench press with triceps extension.,isolation,triceps,chest,barbell,,"http://img.everkinetic.com/?action=image&id=916&number=0&key=69cadbdd2&version=89b893bb&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=916&number=1&key=69cadbdd2&version=6a1c5c2a&size=480,480&download=medium",_images/web/decline-close-grip-bench-to-skull-crusher-1.png,_images/web/decline-close-grip-bench-to-skull-crusher-2.png,Lay with your back on a flat bench.,Grip a barbell with a close grip 8-12 inches apart.,"Keeping your arms close to your sides lower the bar so it touches your chest, approximately an inch below your nipples.","Slowly return to starting position, concentrating on your triceps.",At the top of the exercise bend your arms down towards your head.,Raise the bar back up over your chest and repeat.,,,,,,,,,,,,,,,
917,0169,f170,decline-triceps-extension-with-dumbbell,Decline Triceps Extension with Dumbbell,http://db.everkinetic.com/exercise/decline-triceps-extension-with-dumbbell,This exercise combines a decline bench and dumbbells to target the triceps.,isolation,triceps,,dumbbell,,"http://img.everkinetic.com/?action=image&id=917&number=0&key=69cadbdd2&version=a04200bb&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=917&number=1&key=69cadbdd2&version=46326ff7&size=960,960&download=large",_images/web/decline-triceps-extension-with-dumbbell-1.png,_images/web/decline-triceps-extension-with-dumbbell-2.png,Lay face up on a decline bench with a dumbbell in each hand.,"Extend your arms so they are perpendicular to your chest, and keeping your elbows in one place, lower your hands so the dumbbells are lowered near your head.",Slowly return to the starting position.,,,,,,,,,,,,,,,,,,
918,0170,f171,decline-ez-bar-triceps-extension-with-barbell,Decline EZ Bar Triceps Extension with Barbell,http://db.everkinetic.com/exercise/decline-ez-bar-triceps-extension-with-barbell,This exercise combines a decline bench and a curved bar to more efficiently work the triceps.,isolation,triceps,,barbell,,"http://img.everkinetic.com/?action=image&id=918&number=0&key=69cadbdd2&version=e630b518&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=918&number=1&key=69cadbdd2&version=98fc3119&size=480,480&download=medium",_images/web/decline-ez-bar-triceps-extension-with-barbell-1.png,_images/web/decline-ez-bar-triceps-extension-with-barbell-2.png,Lay face up on a decline bench and grasp an EZ Bar (Curved Barbell).,"Extend your arms so they are perpendicular to your chest, and keeping your elbows in one place, lower the bar toward your head.",Slowly return to the starting position.,,,,,,,,,,,,,,,,,,
919,0171,f172,tricep-dips,Tricep Dips using Machine,http://db.everkinetic.com/exercise/tricep-dips,This exercise uses a machine to work the triceps while in seated position.,compound,triceps,shoulders,machine,,"http://img.everkinetic.com/?action=image&id=919&number=0&key=69cadbdd2&version=e20bc80d&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=919&number=1&key=69cadbdd2&version=1d8e676b&size=960,960&download=large",_images/web/tricep-dips-1.png,_images/web/tricep-dips-2.png,Adjust the seat of the machine so that the handles are equal with your elbows.,"Grasping the handles, press down with equal pressure until your arms are fully extended.","Pause, and then return to the starting position.",,,,,,,,,,,,,,,,,,
920,0172,f173,tricep-dips-using-body-weight,Tricep Dips using Body Weight,http://db.everkinetic.com/exercise/tricep-dips-using-body-weight,This classic exercise uses the weight of your own body to work your triceps.,compound,triceps,shoulders,body,,"http://img.everkinetic.com/?action=image&id=920&number=0&key=69cadbdd2&version=b3e93b82&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=920&number=1&key=69cadbdd2&version=cafe5b70&size=960,960&download=large",_images/web/tricep-dips-using-body-weight-1.png,_images/web/tricep-dips-using-body-weight-2.png,Grasp a set of parallel bars and push yourself up to the starting position.,"Keeping your elbows close to your body, lower yourself down until your triceps are parallel to the floor.",Slowly raise yourself back to the starting position.,Note: Keep your abs drawn in and your body straight during this exercise.,,,,,chest,,,,,,,,,,,,
921,0173,f174,one-arm-triceps-extension-with-dumbbell,One Arm Triceps Extension with Dumbbell,http://db.everkinetic.com/exercise/one-arm-triceps-extension-with-dumbbell,This exercise uses a dumbbell to work each arm individually.,isolation,triceps,,dumbbell,,"http://img.everkinetic.com/?action=image&id=921&number=0&key=69cadbdd2&version=f6a1a4d6&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=921&number=1&key=69cadbdd2&version=3ee8052d&size=480,480&download=medium",_images/web/one-arm-triceps-extension-with-dumbbell-1.png,_images/web/one-arm-triceps-extension-with-dumbbell-2.png,Sit on a bench with your back straight and your abs drawn in.,Grasp a dumbbell in your hand and place it behind your neck with your elbow bent.,Slowly extend your arm straight up over your head and slowly return to the starting position.,Note: Place your free hand across your chest to help steady yourself during this exercise.,,,,,,,,,,,,,,,,,
922,0174,f175,incline-triceps-extension-with-barbell,Incline Triceps Extension with Barbell,http://db.everkinetic.com/exercise/incline-triceps-extension-with-barbell,This version of a triceps extension uses gravity to increase the resistance of the exercise.,isolation,triceps,,barbell,,"http://img.everkinetic.com/?action=image&id=922&number=0&key=69cadbdd2&version=aad9992d&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=922&number=1&key=69cadbdd2&version=711b35de&size=960,960&download=large",_images/web/incline-triceps-extension-with-barbell-1.png,_images/web/incline-triceps-extension-with-barbell-2.png,Grasp a barbell with a close grip (4-6 inches apart).,Lie on an incline bench and hold the bar over your head.,Lower your arms in a slight arc so your forearms are touching your biceps.,Slowly return back to the starting position with the bar over your head.,,,,,,,,,,,,,,,,,
923,0175,f176,jm-press,JM Press,http://db.everkinetic.com/exercise/jm-press,This is an advanced exercise used by bodybuilders and power lifters to build explosive power in the triceps muscle.,compound,triceps,shoulders,barbell,,"http://img.everkinetic.com/?action=image&id=923&number=0&key=69cadbdd2&version=e72cd90b&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=923&number=1&key=69cadbdd2&version=367033f9&size=480,480&download=medium",_images/web/jm-press-1.png,_images/web/jm-press-2.png,"This exercise is named after the inventor, J.M. Blakley. This is an advanced exercise used by bodybuilders and power lifters to build explosive power in the triceps muscle (back of the arms).",Lay on a flat bench with your head just at the end of the bench.,"Grasp the bar with a medium overhand grip keeping your elbows close to your side, over your sternum (mid chest).","Lower the bar towards your sternum at a regular pace, then pause for a moment.","With a controlled but rapid pace, push the bar back to starting position.","Note: The bar should move in straight line, up and down.",,,,,,,,,,,,,,,
924,0176,f177,kneeling-triceps-extension-with-cable,Kneeling Triceps Concentration Extension with Cable,http://db.everkinetic.com/exercise/kneeling-triceps-extension-with-cable,Concentration exercises limit your range of movement to increase the effectiveness of the movement.,isolation,triceps,,cable,,"http://img.everkinetic.com/?action=image&id=924&number=0&key=69cadbdd2&version=01bac7ae&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=924&number=1&key=69cadbdd2&version=b9cc10f8&size=480,480&download=medium",_images/web/kneeling-triceps-extension-with-cable-1.png,_images/web/kneeling-triceps-extension-with-cable-2.png,Attach a stirrup handle to a cable pulley and adjust the pulley up high.,"Kneeling on your left knee, with the left side of your body turned towards the machine, keep your right leg bent and the upper portion of your thigh parallel to the floor.","With your right elbow and upper arm pressed against your inner thigh just above your knee, pull the cable down towards the floor in a slight arcing motion.",Slowly to return to starting position.,Repeat and switch arms.,Note: Keep all of your body still except the arm you are exercising.,,,,,,,,,,,,,,,
925,0177,f178,kneeling-triceps-extension-with-cable-2,Kneeling Triceps Extension with Cable,http://db.everkinetic.com/exercise/kneeling-triceps-extension-with-cable-2,Kneeling allows you to isolate your triceps more effectively.,isolation,triceps,,cable,,"http://img.everkinetic.com/?action=image&id=925&number=0&key=69cadbdd2&version=251602f1&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=925&number=1&key=69cadbdd2&version=1f31dd26&size=480,480&download=medium",_images/web/kneeling-triceps-extension-with-cable-2-1.png,_images/web/kneeling-triceps-extension-with-cable-2-2.png,Place a bench sideways in front of a high pulley machine.,Grasp a straight bar with an over head grip.,Kneel on the floor in front of the bench with your back straight and your head down.,"With your elbows and forearms above your head, push the bar down in an arc so that your forearms are touching the bench.",Note: Keep your abs drawn in and your back straight as you perform this exercise.,,,,,,,,,,,,,,,,
926,0178,f179,low-triceps-extension-with-cable,Low Triceps Extension with Cable,http://db.everkinetic.com/exercise/low-triceps-extension-with-cable,This exercise is done while lying on a seated row station.,isolation,triceps,,cable,,"http://img.everkinetic.com/?action=image&id=926&number=0&key=69cadbdd2&version=f466dc32&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=926&number=1&key=69cadbdd2&version=c6c35f35&size=960,960&download=large",_images/web/low-triceps-extension-with-cable-1.png,_images/web/low-triceps-extension-with-cable-2.png,Attach a rope to the cable pulley at of a seated row station.,Lie on your back on the bench with your head facing the weight stack.,"Grasp the rope with your palms facing each other and raise your arms over your chest, with your forearms parallel to the floor at a 90 degree angle.",Slowly extend your arms upward squeezing your triceps.,Return to starting position.,,,,,,,,,,,,,,,,
927,0179,f180,lying-close-grip-triceps-extension-behind-the-head-with-barbell,Lying Close-Grip Triceps Extension Behind the Head with Barbell,http://db.everkinetic.com/exercise/lying-close-grip-triceps-extension-behind-the-head-with-barbell,You can use a barbell or EZ bar to further concentrate the benefit to your triceps.,isolation,triceps,,barbell,,"http://img.everkinetic.com/?action=image&id=927&number=0&key=69cadbdd2&version=d07eeb1e&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=927&number=1&key=69cadbdd2&version=4d210de1&size=960,960&download=large",_images/web/lying-close-grip-triceps-extension-behind-the-head-with-barbell-1.png,_images/web/lying-close-grip-triceps-extension-behind-the-head-with-barbell-2.png,You can use a barbell or EZ (curl) bar to further concentrate the benefit to your triceps.,Lie flat on a bench on your back.,Grasp the bar with a grip approximately 8 inches apart and lower the bar behind your head.,"Keeping the bar parallel with the floor, bend your arms down in an arc so the bar moves in a direction under your head.",Slowly return to starting position.,,,,,,,,,,,,,,,,
928,0180,f181,lying-close-grip-triceps-press-to-chin-with-barbell,Lying Close Grip Triceps Press to Chin with Barbell,http://db.everkinetic.com/exercise/lying-close-grip-triceps-press-to-chin-with-barbell,This exercise is a classic for building the triceps.,isolation,triceps,,barbell,,"http://img.everkinetic.com/?action=image&id=928&number=0&key=69cadbdd2&version=240e4089&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=928&number=1&key=69cadbdd2&version=b6dc583b&size=480,480&download=medium",_images/web/lying-close-grip-triceps-press-to-chin-with-barbell-1.png,_images/web/lying-close-grip-triceps-press-to-chin-with-barbell-2.png,"Lie on a flat bench on your back, with your head at one end.","Grasp a bar with a close grip, approximately 6 inches apart.","Raise the bar straight up over your shoulders, keeping your elbows close in.",Slowly lower the bar in an arc towards your chin.,Return the bar to the starting position.,,,,,,,,,,,,,,,,
929,0181,f182,lying-triceps-extension-with-dumbbells,Lying Triceps Extension with Dumbbells,http://db.everkinetic.com/exercise/lying-triceps-extension-with-dumbbells,This exercise uses gravity to increase the resistance of the weight.,isolation,triceps,,dumbbell,,"http://img.everkinetic.com/?action=image&id=929&number=0&key=69cadbdd2&version=d8f261d5&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=929&number=1&key=69cadbdd2&version=4ea54e9a&size=480,480&download=medium",_images/web/lying-triceps-extension-with-dumbbells-1.png,_images/web/lying-triceps-extension-with-dumbbells-2.png,Lay on a flat bench with your head at one end and your feet planted firmly on the floor.,Grasp a dumbbell with both hands with palms facing up.,Raise dumbbell over your body. Your arms will be pointed towards the ceiling.,"While keeping your upper arms and elbows still, lower the dumbbell in an arc behind your head.",Slowly raise the dumbbell back to the starting position.,,,,,,,,,,,,,,,,
930,0182,f183,lying-triceps-extension-across-face-with-dumbbell,Lying Triceps Extension Across Face with Dumbbell,http://db.everkinetic.com/exercise/lying-triceps-extension-across-face-with-dumbbell,This is an advanced Triceps exercise and should be avoided by beginners.,isolation,triceps,,dumbbell,,"http://img.everkinetic.com/?action=image&id=930&number=0&key=69cadbdd2&version=a60615d4&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=930&number=1&key=69cadbdd2&version=90edb414&size=480,480&download=medium",_images/web/lying-triceps-extension-across-face-with-dumbbell-1.png,_images/web/lying-triceps-extension-across-face-with-dumbbell-2.png,This is an advanced exercise and should be avoided by beginners.,Lay on a flat bench with your head at one end and your feet planted firmly on the floor.,Grasp a dumbbell in each hand with palms facing up.,Raise dumbbells over your body. Your arms will be pointed towards the ceiling.,"While keeping your upper arms and elbows still, lower the dumbbell slowly over your face bending only your elbow.",Slowly raise the dumbbell back to the starting position and repeat with your other arm.,,,,,,"Note: Do not perform this exercise if your arms are fatigued, as you are lifting the weight over your face.",,,,,,,,,
931,0183,f184,lying-triceps-press-with-barbell,Lying Triceps Press with Barbell,http://db.everkinetic.com/exercise/lying-triceps-press-with-barbell,This is another classic exercise for building the triceps.,isolation,triceps,chest,barbell,,"http://img.everkinetic.com/?action=image&id=931&number=0&key=69cadbdd2&version=765f3fa4&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=931&number=1&key=69cadbdd2&version=81da7dac&size=960,960&download=large",_images/web/lying-triceps-press-with-barbell-1.png,_images/web/lying-triceps-press-with-barbell-2.png,Lie on a flat bench with your head at one end.,Grasp an EZ or Curl bar with an overhand grip.,"Raise the bar straight up over your shoulders, taking care to keep your elbows in close.",Slowly lower the bar in an arc over your head.,Return the bar to the starting position.,Note: Keep your arms straight throughout this exercise moving only your elbows.,,,,,,,,,,,,,,,
932,0184,f185,lying-two-arm-triceps-extension-with-dumbbell,Lying Two Arm Triceps Extension with Dumbbell,http://db.everkinetic.com/exercise/lying-two-arm-triceps-extension-with-dumbbell,This a lying version of a Triceps Kickback.,isolation,triceps,,dumbbell,,"http://img.everkinetic.com/?action=image&id=932&number=0&key=69cadbdd2&version=6069c894&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=932&number=1&key=69cadbdd2&version=44123e4c&size=960,960&download=large",_images/web/lying-two-arm-triceps-extension-with-dumbbell-1.png,_images/web/lying-two-arm-triceps-extension-with-dumbbell-2.png,"Lie flat on a bench, on your back, with your head at one end.",Grasp a dumbbell in each hand and raise them at arms length over your shoulders.,Lower the dumbbells in an arc bending your elbows until your forearms are touching your biceps.,Slowly return to the starting position.,,,,,,,,,,,,,,,,,
933,0185,f186,old-school-reverse-extensions,Old School Reverse Extensions,http://db.everkinetic.com/exercise/old-school-reverse-extensions,"As the name suggests, this is an old classic exercise that hits the triceps hard.",isolation,triceps,,barbell,,"http://img.everkinetic.com/?action=image&id=933&number=0&key=69cadbdd2&version=48835017&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=933&number=1&key=69cadbdd2&version=6496ee20&size=480,480&download=medium",_images/web/old-school-reverse-extensions-1.png,_images/web/old-school-reverse-extensions-2.png,"Lie down on a bench, on your back, with your head at one end.",Grasp a barbell with an underhand grip.,"Move your arms beyond your head, keeping them in a straight line.","Bending only your elbows, slowly lower and raise the barbell.",,,,,,,,,,,,,,,,,
